+KVIDCsIRLLine
ID:Z=2 A=6
2	6
27
55.4205   88.5515
62.5373   104.357
70.2472   120.455
77.6609   135.383
86.2604   151.774
95.1559   168.164
105.832   187.19
131.156   230.92
147.169   254.92
168.399   288.463
187.498   316.972
211.22   349.754
235.537   382.536
257.479   412.976
280.609   445.758
352.371   539.421
392.106   592.692
436.845   647.643
472.644   690.252
547.424   781.235
589.025   829.868
639.165   887.221
698.924   953.788
759.78   1024.87
825.222   1099.24
963.351   1245.13
4365.34   4838.29
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
24
70.998   127.876
94.2644   176.855
106.613   200.158
119.742   224.719
131.261   246.407
146.752   270.336
184.485   332.406
222.617   388.494
252.407   431.868
285.374   477.484
322.713   529.833
360.446   580.685
396.591   628.545
428.182   669.914
465.685   720.377
552.987   826.33
607.108   891.035
672.25   968.805
742.554   1051.07
804.285   1122.56
875.081   1202.16
968.984   1305.7
1148.36   1501.16
4365.34   5039.66
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
14
207.458   399.029
249.844   471.363
293.339   539.745
338.684   610.809
388.926   687.172
457.324   787.294
527.975   887.824
579.901   961.765
618.725   1014.47
699.979   1123.88
790.117   1244.54
895.248   1385.86
2402.05   3538.84
4306.62   6261.37
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
27
46.9282   74.461
53.8641   93.3141
56.9468   103.369
60.8001   114.052
74.6721   146.731
82.764   166.212
90.0853   183.18
97.0213   198.891
116.673   238.482
133.243   271.789
149.426   303.84
166.381   335.89
189.761   380.368
203.758   403.761
229.19   448.379
253.851   491.887
295.467   560.869
324.558   606.397
367.47   673.206
417.072   747.941
449.985   796.532
500.079   871.944
551.383   946.235
614.137   1035.34
692.745   1145.31
2417.11   3592.44
4306.77   6275.22
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
13
246.471   489.657
286.479   557.017
343.476   651.691
376.772   704.152
418.774   768.881
462.701   832.981
504.703   897.71
543.318   953.765
591.712   1023.88
657.39   1120.82
733.339   1227.65
2416.72   3621.97
4306.77   6299.73
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
16
183.396   393.603
203.796   435.539
232.009   490.27
260.222   546.422
291.908   605.417
325.763   670.098
363.525   734.069
393.474   785.956
426.028   842.819
523.688   1009.14
592.702   1122.16
669.962   1254.36
734.2   1356.72
847.052   1536.54
2537.23   4184.22
4411.87   7129
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
14
227.235   509.461
253.712   562.77
276.716   609.681
316.648   687.157
352.24   751.127
390.436   822.206
439.917   911.054
485.058   992.794
540.182   1093.01
617.008   1228.77
719.443   1402.21
835.767   1599.8
2510.32   4203.41
4364.13   7106.25
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
13
280.188   648.775
304.495   699.951
321.857   734.069
346.597   788.799
379.585   852.77
422.556   938.064
469.867   1031.89
521.952   1132.11
571.867   1230.2
640.881   1359.56
715.536   1496.03
803.214   1659.51
4215.68   8011.08
+KVIDCutLine
OK:IMF_line
below
13
250.741   588.845
273.988   642.144
299.917   700.685
331.21   767.961
375.916   860.581
420.622   954.07
468.904   1056.3
527.915   1180.38
578.998   1282.13
638.606   1405.62
799.473   1714.3
2449.47   5043.19
4096   8365.09
+KVIDCutLine
OK:gamma_line
above
19
28.1304   15.5767
33.6141   20.5379
38.4917   26.0492
47.9326   35.5767
84.0333   69.3752
102.272   86.3822
118.037   101.111
135.25   117.39
160.232   140.838
192.155   172.048
240.946   217.798
257.751   231.023
276.956   247.553
299.361   267.39
321.768   287.225
360.978   326.898
388.986   353.346
2520.76   2343.58
4543.71   4231.32
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0717
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> L
<VARY> R
<PARAMETER> Runlist=98000-122093
<PARAMETER> IDTelescopes=CSI_R_L_0717
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
23
30.37   20.7007
43.0458   36.5532
55.1607   51.4188
64.9139   62.9884
70.0614   68.7731
74.938   74.558
80.0856   80.0381
91.5997   92.8259
132.584   135.991
157.269   161.858
194.295   201.233
212.196   220.438
246.702   257.378
274.802   288.005
310.643   326.55
338.198   355.46
362.863   381.962
399.492   420.098
422.807   442.584
448.628   469.486
491.591   513.455
529.518   551.801
4708.04   4776.44
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
20
41.6978   37.8225
54.1695   55.5797
69.5622   75.0834
88.7347   97.7097
120.238   133.113
147.99   163.491
173.66   191.406
192.138   211.368
219.06   239.875
248.438   271.311
286.396   312.072
309.244   336.896
333.657   362.232
362.202   392.93
385.664   418.473
417.809   451.501
460.588   496.367
496.703   536.339
547.354   588.804
4277.43   4452.54
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
24
49.3317   52.4728
65.2208   74.3259
72.9798   84.3622
80.3693   93.2622
88.4978   103.488
107.249   126.022
156.818   182.372
191.184   221.004
217.786   249.608
237   270.488
255.628   291.48
285.22   322.63
312.671   352.265
333.147   374.372
362.581   406.029
386.005   431.193
411.899   458.837
437.604   486.96
464.298   516.546
500.426   556.547
540.424   598.588
590.421   649.854
641.298   702.309
4363.07   4539.41
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
21
111.116   171.754
123.743   191.185
130.452   201.659
147.656   227.013
161.53   247.459
177.895   269.472
193.861   291.485
236.731   348.867
260.681   380.419
286.226   411.236
311.773   444.257
340.157   478.208
370.049   513.963
408.701   561.21
446.694   606.435
484.959   650.512
525.629   698.043
567.782   745.134
632.49   819.795
688.737   883.04
4277.43   4918.21
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
25
30.1231   22.6313
34.0909   33.6835
44.0786   56.0714
56.2555   81.5767
70.6214   110.199
85.3977   137.404
103.457   168.295
123.981   200.601
152.985   247.077
186.643   296.104
222.49   346.83
262.852   402.091
298.15   450.267
341.111   505.529
391.46   568.726
423.886   608.684
463.563   656.011
490.118   687.811
521.3   725.441
552.906   762.281
595.73   812.725
641.096   867.499
701.264   936.683
785.836   1032.84
4277.43   5002.85
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
22
91.6973   158.653
110.504   192.449
118.798   207.191
127.326   221.37
147.666   254.696
161.681   276.632
175.694   300.366
207.225   350.35
250.047   415.799
275.739   452.836
299.095   484.481
321.051   515.551
349.078   555.826
382.556   601.135
422.262   652.2
464.305   707.575
502.454   754.324
553.839   820.492
601.331   880.189
654.222   945.215
759.222   1070.27
4277.43   5260.32
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
21
127.544   231.118
148.796   268.39
162.358   291.776
177.967   318.857
213.021   376.706
230.932   405.631
252.68   438.25
274.942   473.33
297.968   509.025
337.116   566.876
390.794   643.672
438.653   708.437
480.148   765.047
529.275   830.285
585.31   902.903
618.829   945.365
671.282   1013.68
734.225   1092.47
805.616   1178.62
863.91   1250.17
4277.43   5439.75
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
16
250.769   468.441
267.457   496.744
288.972   535.293
338.435   614.343
366.785   660.699
389.706   698.758
416.447   740.234
444.597   783.178
473.55   828.56
502.503   870.527
525.426   907.608
555.184   950.55
585.746   995.931
630.181   1058.39
697.338   1154.72
4277.43   6290.37
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
31
46.7054   69.9318
54.4747   88.3293
62.1903   106.341
65.1372   114.405
74.2582   135.424
82.0809   153.436
99.9079   192.693
112.173   217.091
122.831   239.537
131.877   256.615
141.126   275.646
156.811   306.875
175.911   342.986
217.935   421.547
239.248   458.144
257.544   492.302
297.155   560.129
320.679   601.606
347.421   645.523
375.77   693.344
411.56   750.435
442.122   800.205
474.092   850.465
503.046   894.872
530.592   937.323
588.901   1024.67
627.707   1082.25
671.338   1144.71
711.351   1203.75
750.155   1258.88
4277.43   6270.73
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
16
341.465   649.327
358.91   678.352
381.977   719.123
406.735   759.71
427.445   793.861
454.789   836.319
483.139   882.675
508.273   923.178
543.46   978.8
574.827   1026.62
615.039   1085.67
658.47   1151.04
695.467   1208.87
750.657   1288.4
802.572   1363.53
4277.43   6391.88
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
18
155.22   316.631
188.485   382.689
222.79   449.395
252.501   507.168
274.593   550.126
305.366   607.678
342.871   676.388
368.858   724.424
391.649   768.458
410.593   803.875
461.407   891.996
490.092   941.147
540.421   1025.13
602.825   1126.85
645.297   1197.23
708.699   1302.91
786.377   1423.63
4277.43   6849.01
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
12
291.214   605.408
322.283   666.29
349.024   716.608
401.121   813.483
452.965   909.796
501.054   997.296
538.942   1064.48
605.404   1178.76
640.785   1236.7
691.324   1322.76
757.341   1429.46
4277.43   7118.42
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
7
414.458   873.202
498.479   1035.06
567.83   1171.69
635.403   1295.7
697.196   1408.17
3248.75   5787.91
4096   7242.21
+KVIDCutLine
OK:IMF_line
below
7
408.43   872.65
508.955   1078.53
591.17   1236.49
687.984   1420.97
795.088   1617.63
3209.84   6044.45
4096   7668.99
+KVIDCutLine
OK:gamma_line
above
24
28.1457   16.1764
41.9265   31.2921
66.3738   58.3679
101.331   94.9099
112.465   106.797
124.923   119.491
161.828   157.94
178.956   174.817
225.671   223.612
256.034   253.697
279.781   279.378
340.121   340.649
368.929   371.833
395.399   398.616
416.811   420.995
442.893   448.879
468.197   475.295
499.885   506.405
580.078   584.259
616.671   620.947
660.272   665.707
769.269   769.903
2951.51   2930.11
4363.07   4327.41
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0718
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> L
<VARY> R
<PARAMETER> IDTelescopes=CSI_R_L_0718
<PARAMETER> Runlist=98000-122093
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
19
38.9973   34.0933
56.1147   61.4053
76.4021   90.4985
102.712   125.529
148.676   179.56
196.859   234.183
233.946   273.963
275.156   317.901
321.478   367.405
373.106   421.21
457.373   509.194
539.602   594.289
651.029   711.779
751.284   815.877
919.539   987.065
1059.45   1133.96
1188.7   1269.1
1453   1545.55
4753.14   4997.3
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
27
65.5157   84.1534
82.2857   110.683
103.547   141.633
127.205   173.69
158.348   216.248
195.182   262.122
233.214   307.442
274.239   356.08
332.935   421.297
375.889   470.022
432.053   530.222
480.5   581.709
529.806   635.571
588.655   696.331
648.302   758.995
727.333   842.797
791.444   908.814
852.193   974.124
926.848   1050.58
1003.71   1127.46
1078.2   1207.71
1170.42   1307.58
1311.25   1450.83
1435.67   1580.49
1670.33   1828.04
2022.43   2201.53
4753.14   5098.16
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
23
80.7874   114.448
102.515   150.918
133.323   196.951
169.969   248.366
213.748   305.759
257.527   361.358
302.605   415.762
357.735   481.524
416.413   549.757
492.134   633.379
547.502   695.14
648.328   804.951
721.825   884.105
806.792   972.951
905.404   1076.85
997.716   1173.06
1172.51   1361.12
1382.27   1579.49
1527.77   1732.86
1691.84   1905.24
1853.95   2079
2099.7   2337.83
4753.14   5132.4
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
20
189.281   361.391
224.121   427.991
272.318   512.855
330.384   606.312
390.776   704.067
457.554   803.97
531.649   910.837
624.21   1043.45
750.697   1215.21
885.334   1395.99
1002.8   1543.83
1149.99   1729.08
1332.77   1947.2
1514.08   2162.53
1691.29   2372.78
1931.22   2655.01
2222.58   2983.24
2571.77   3368.46
2937.37   3771.67
4478.39   5471.21
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
32
38.4717   39.1689
49.3063   70.3899
66.5305   114.619
85.6992   163.012
111.534   220.77
142.373   288.416
181.542   366.988
228.598   459.184
272.269   538.115
310.556   607.585
364.351   697.344
429.478   802.92
489.795   899.984
557.547   1002.85
634.832   1117.62
711.013   1227.23
786.972   1337.72
881.394   1466.63
972.448   1588.44
1079.74   1727.65
1174.86   1852.93
1308.61   2030.41
1444.28   2197.54
1656.81   2456.62
1800.78   2629.47
1942   2794.51
2113   2999.33
2359.95   3284.67
2628.47   3596.85
2899.47   3902.52
3364.09   4415.4
4478.39   5645.46
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
18
239.523   512.432
300.974   631.06
372.574   764.66
450.939   898.263
533.25   1039.93
613.308   1173.53
705.278   1315.71
826.999   1508.35
985.809   1745.15
1153.17   1976.11
1321.33   2212.93
1457.3   2397.99
1657.78   2658.64
1880.43   2935.62
2165.45   3300.46
2418.92   3617.9
2884.53   4179.41
4477.5   6100.48
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
16
296.002   650.438
359.754   779.084
441.615   931.12
535.068   1098.75
638.662   1280.03
750.225   1461.31
879.902   1671.8
1010.12   1867.35
1181.41   2124.69
1341.78   2366.86
1514.9   2612.37
1703.82   2871.33
1972.9   3230.53
2236.17   3572.74
2610.39   4045.06
4096   5920.12
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
13
580.471   1254.96
697.945   1470.07
755.059   1577.84
878.624   1797.12
1040.71   2079.77
1187.19   2320.26
1446.29   2744.27
1659.46   3081.78
1882.47   3415.08
2115.71   3767.58
2372.37   4134.31
2594.26   4449.77
4477.05   7126.34
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
15
470.441   1065.47
551.658   1219.69
650.167   1413.33
763.872   1633.27
852.425   1796.25
990.233   2044.22
1158.96   2337.75
1308.29   2591.86
1426.19   2786.38
1601.2   3068.52
1824.41   3423.4
2015.67   3716.06
2203.25   4001.7
2518.69   4459.97
4476.82   7302.45
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
12
855.407   1827.86
972.255   2057.96
1041.02   2184.53
1141.63   2366.96
1255.95   2569.06
1405.72   2819.46
1605.79   3152.12
1740.69   3366.75
1947.95   3712.4
2195.63   4091.87
2467.82   4505.67
4521.82   7628.21
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
14
575.321   1323.35
679.555   1535.78
797.7   1774.7
915.538   2005.38
1053.82   2276.52
1201.02   2556.26
1344.88   2816.64
1502.6   3112.14
1638.17   3352.46
1784.26   3612.84
1930.34   3873.22
2185.72   4305.75
2441.09   4740.43
4775.14   8706.35
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
9
914.556   2086.28
1049.72   2357.96
1235.55   2710.06
1398.88   3040.41
1576.83   3368.59
1758.17   3709.82
1961.58   4115.3
2208.28   4565.84
4822.89   9019.45
+KVIDCutLine
OK:gamma_line
above
13
32.2318   20.6543
67.7802   64.0492
138.423   144.997
199.104   210.507
311.183   327.755
376.572   397.011
455.44   481.54
632.644   663.4
780.579   816.268
941.939   982.824
1140.6   1192.31
1594.51   1658.37
4753.14   4901.5
+KVIDCutLine
OK:IMF_line
below
6
4701.99   9335.2
2082.45   4407.04
1852.8   3977.55
1019.91   2328.76
796.691   1865.81
4096   8708.49
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0719
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> L
<VARY> R
<PARAMETER> Runlist=98000-122093
<PARAMETER> IDTelescopes=CSI_R_L_0719
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
19
32.0697   23.3631
42.8949   36.5335
49.4722   43.589
60.9825   55.8186
72.767   67.5778
88.6622   83.0999
111.956   105.207
141.966   134.136
167.59   157.888
187.497   177.762
213.694   203.458
238.889   228.63
269.237   259.046
285.862   274.732
298.908   288.619
333.422   322.175
367.4   357.047
391.89   381.525
4728.12   4695.74
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
20
37.6349   34.0552
47.8516   47.4685
55.5809   56.5718
71.2172   74.1612
87.0519   90.7701
99.9294   104.044
116.365   120.399
135.316   139.082
159.962   163.086
181.202   183.458
210.738   212.329
233.97   235.037
257.737   258.267
291.321   291.766
312.65   313.005
349.482   350.143
392.561   392.572
426.127   426.128
503.344   502.119
4728.12   4735.67
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
27
50.2107   54.2386
68.0061   76.5439
86.207   97.5668
102.172   114.871
123.326   137.131
148.901   163.429
168.331   182.297
187.875   202.013
205.006   218.549
221.037   233.803
238.891   251.03
259.311   271.065
286.453   298.06
304.971   316.854
336.392   348.127
364.676   376.252
403.829   414.38
469.431   478.899
496.308   505.573
522.075   530.881
546.18   554.818
580.885   590.522
605.196   615.007
649.676   661.282
675.454   688.589
728.385   742.098
4728.12   4785.53
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
25
86.1234   133.551
98.9609   153.932
111.798   173.888
128.028   196.428
143.063   217.02
156.941   235.525
174.42   257.628
197.616   287.294
220.067   314.102
244.317   342.916
277.502   381.246
298.205   404.509
320.955   429.033
348.325   458.904
375.403   489.21
398.122   514.288
427.905   546.307
458.747   578.657
489.032   610.478
534.794   657.746
578.174   704.27
628.483   758.451
670.365   801.887
726.742   858.841
4325.2   4494.12
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
26
26.547   21.7737
28.2057   27.0269
42.913   62.2866
65.8587   108.378
74.8708   124.792
87.7085   145.928
100.915   167.919
116.666   192.687
139.312   226.141
156.578   250.706
173.237   272.67
196.267   303.878
227.386   344.175
263.187   388.229
301.585   434.979
336.248   476.382
372.728   516.286
430.115   581.652
493.532   649.917
569.993   732.248
646.376   812.726
731.204   902.278
833.788   1011.36
946.114   1130.63
1078.76   1268.49
4261.32   4576.41
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
20
107.364   193.216
124.581   222.646
160.964   280.416
193.776   330.556
214.889   360.532
256.472   418.846
281.16   451.546
307.798   484.246
333.787   520.217
362.7   555.641
399.083   598.152
430.268   633.576
469.253   680.992
509.21   727.862
605.728   835.545
665.139   898.448
718.416   955.672
809.772   1054.39
887.462   1138.81
4261.32   4804.43
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
22
135.373   251.851
147.317   272.775
161.291   295.362
174.313   317.74
193.784   348.904
240.513   420.136
263.321   454.416
287.243   486.47
313.943   523.867
340.091   561.262
370.131   601.331
414.3   655.823
461.029   715.479
513.322   780.478
575.033   850.897
620.693   905.209
684.759   979.372
772.455   1080.41
863.24   1178.45
939.493   1260.63
1034.14   1368.19
4261.32   5035.37
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
16
170.503   339.813
186.138   369.174
203.462   400.082
241.492   464.213
311.213   575.477
355.58   645.017
422.765   745.463
470.868   814.545
498.402   854.409
612.067   1012.03
648.83   1059.17
679.675   1100.12
754.467   1198.25
807.708   1263.92
871.09   1342.73
4367.26   5718.34
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
37
42.0488   73.2437
53.035   101.06
59.7958   115.74
67.4016   135.057
76.2752   155.919
89.7968   186.053
106.277   221.595
134.164   279.545
161.207   332.086
176.842   361.448
191.631   389.265
205.153   413.99
230.506   461.895
256.281   506.71
274.45   537.616
300.649   579.34
320.931   614.11
354.483   666.259
379.12   705.419
398.68   734.646
411.78   754.735
437.554   794.914
464.598   833.547
478.119   853.637
504.74   893.043
518.262   912.359
544.46   951.765
559.249   971.082
602.349   1032.12
661.506   1113.25
675.873   1132.57
705.873   1172.75
748.128   1229.15
805.743   1304.41
845.315   1355.87
899.824   1423.86
4367.26   5733.79
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
15
275.296   547.661
317.128   620.292
377.618   721.185
434.596   811.913
470.81   868.614
510.656   927.04
544.037   976.49
584.179   1035.99
648.335   1129.35
682.633   1177.38
734.185   1249.24
797.989   1332.69
865.597   1418.46
945.174   1525.65
4367.26   6209.75
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
16
212.352   457.132
248.969   528.742
279.428   587.515
315.2   655.43
354.127   722.135
389.417   783.486
419.857   837.615
460.007   907.64
503.707   981.966
546.344   1051.38
605.747   1144.44
649.268   1212.12
699.577   1287.43
761.047   1376.5
848.447   1506.16
4325.2   6664.04
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
11
288.399   630.82
356.39   757.173
395.129   828.995
432.789   898.685
464.59   957.77
507.689   1032.76
589.995   1171.88
677.964   1319.3
755.384   1444.43
837.665   1570.18
4261.32   6692.31
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
10
319.028   701.029
363.488   786.313
407.482   869.127
456.677   964.685
529.361   1095.77
635.768   1277
706.951   1400.67
748.717   1469.23
818.085   1578.55
4261.32   7004.38
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
8
353.92   806.551
413.447   925.206
456.721   1011.42
504.998   1106.02
578.602   1245.05
673.575   1425.66
787.542   1643.53
4261.32   8284.44
+KVIDCutLine
OK:IMF_line
below
9
332.678   774.147
401.344   913.304
474.879   1065.02
543.721   1213.01
635.344   1407.62
707.988   1561.39
826.298   1795.44
937.734   2013.19
4261.32   8755.84
+KVIDCutLine
OK:gamma_line
above
18
25.1087   14.0905
31.4119   19.7065
52.7884   42.1703
76.7682   65.3667
101.707   88.8073
116.094   101.748
135.69   121.038
171.728   154.246
216.948   196.487
244.902   224.079
285.188   263.635
332.016   308.445
367.505   343.117
400.997   380.435
439.421   422.189
496.923   480.389
537.594   519.289
4728.12   4527.52
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0720
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> L
<VARY> R
<PARAMETER> Runlist=98000-122093
<PARAMETER> IDTelescopes=CSI_R_L_0720
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
21
28.6716   20.7455
30.9198   23.3338
44.262   38.6882
55.9772   51.3438
80.701   76.1339
90.6573   85.4515
113.621   107.192
146.38   138.252
166.132   156.887
195.198   183.805
210.453   198.558
222.979   210.722
244.286   231.642
260.987   248.128
277.406   263.71
296.494   282.23
321.054   306.661
335.708   321.24
363.812   349.194
393.519   378.958
4239.69   4232.5
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
18
33.3995   29.3467
49.4637   50.2949
62.6632   65.1462
74.2254   77.8086
85.9922   90.6279
97.8613   102.508
121.703   125.958
163.244   166.917
176.035   178.798
235.483   236.326
248.947   248.883
277.321   275.924
303.086   301.273
330.068   326.623
352.829   349.667
379.638   374.825
421.927   417.868
4239.69   4303.67
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
24
41.0932   42.1123
51.4185   56.8869
59.9999   67.4714
65.858   74.2931
78.1915   89.0294
93.3351   105.436
105.445   118.655
116.185   130.084
127.814   141.781
141.377   155.734
156.102   170.662
170.502   184.63
183.5   197.505
197.221   210.549
209.771   222.519
229.343   241.904
243.475   255.469
255.944   268.029
278.602   289.457
328.475   338.512
356.531   365.718
386.572   394.102
404.875   412.621
4239.69   4292.36
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
31
57.56   88.4128
62.338   97.6357
67.3865   106.859
72.6151   115.313
78.2949   125.112
85.6868   137.219
107.953   170.459
138.785   215.806
150.235   231.754
168.51   256.753
189.623   283.713
212.233   312.324
242.278   348.58
276.113   388.935
311.314   428.988
339.4   460.96
359.521   483.494
382.748   508.715
413.701   542.596
446.947   577.359
477.739   611.342
520.551   656.508
549.362   685.63
583.794   722.362
621.213   761.049
673.015   816.299
739.292   882.366
768.447   911.837
844.023   987.29
918.306   1060.77
4239.69   4346.42
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
36
27.4501   19.365
28.1686   22.8165
29.409   27.414
30.8376   31.9631
35.0461   43.8709
44.2845   66.1334
49.2117   77.5237
59.5791   99.0957
70.3576   119.977
81.6487   140.169
93.1451   160.016
110.801   188.49
128.764   216.276
147.037   243.543
165.513   270.12
177.83   287.206
184.093   295.317
202.569   321.376
228.025   354.683
259.745   395.411
285.509   426.821
311.171   458.401
336.218   488.603
369.066   527.779
444.059   610.431
488.93   659.483
533.799   708.534
583.234   761.673
648.311   832.532
730.008   917.299
782.461   972.69
827.909   1018.28
881.807   1073
973.723   1167.7
1160.91   1357.44
4239.69   4478.13
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
20
94.3912   176.857
104.698   195.787
124.437   230.562
135.969   249.933
166.89   300.117
203.051   353.825
223.666   384.199
245.676   415.894
294.067   481.925
357.479   565.566
387.703   603.424
471.873   706.056
522.277   764.923
586.586   837.049
645.297   904.479
718.794   984.031
806.886   1077.33
883.831   1160.78
996.815   1281.46
4239.69   4745.38
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
21
109.966   215.579
128.674   251.865
148.381   286.807
160.918   308.537
182.544   345.565
224.484   409.772
247.092   443.405
271.667   479.074
343.228   579.424
384.514   635.14
474.584   751.746
538.815   828.541
596.916   898.605
651.371   964.48
714.271   1038.75
786.146   1119.83
866.196   1210.94
950.09   1304
1078.72   1443.93
1168.84   1538.06
4239.69   4867.73
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
19
117.112   249.557
141.236   300.133
171.615   357.742
186.895   386.319
214.593   435.988
276.693   541.904
304.747   588.625
334.68   635.118
363.451   681.16
422.066   772.563
459.235   826.541
514.744   904.083
597.784   1018.98
673.046   1125.72
751.446   1231.18
801.425   1294.62
869.39   1377.52
948.549   1474.08
4260.33   5407.21
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
30
40.9388   68.4519
44.6554   80.0794
54.305   107.794
67.1495   142.136
102.357   226.635
112.66   249.281
162.474   352.303
188.881   401.99
202.572   428.691
218.547   457.759
233.347   483.244
250.3   515.016
268.557   547.463
289.419   583.291
312.893   621.148
335.713   656.975
385.265   740.12
409.39   777.303
433.516   815.158
463.508   860.448
498.84   913.38
536.403   968.812
587.26   1039.8
651.278   1133.71
731.472   1242.56
792.681   1323
850.312   1396.78
961.689   1539.34
1097.29   1714.39
4260.33   5610.52
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
24
127.264   287.406
135.742   306.673
158.888   356.359
172.906   383.738
185.294   409.087
199.638   434.774
213.004   460.801
223.763   480.743
241.823   515.016
265.948   558.279
312.241   638.047
367.662   730.659
395.698   777.303
419.17   817.185
452.422   869.915
492.391   931.297
544.227   1009.38
608.452   1106.84
684.583   1216
755.355   1311.77
805.313   1381.46
969.202   1605
1205.58   1920.26
4260.33   6201.46
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
21
124.685   287.916
133.015   306.788
142.578   329.177
154.611   355.726
166.334   380.035
192.557   437.289
209.031   470.043
251.605   556.404
300.351   651.083
349.095   741.282
414.375   859.824
452.322   926.992
501.375   1009.52
559.684   1103.55
607.741   1183.73
660.381   1272.36
742.479   1402.26
813.753   1513.24
885.752   1619.62
975.492   1755.27
4260.33   7092.66
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
15
265.677   610.127
294.739   670.28
316.425   713.188
342.971   766.065
387.133   849.584
439.408   944.274
480.264   1015.65
540.74   1123
591.392   1213.43
649.896   1312.63
704.118   1402.03
757.667   1492.62
833.47   1617.77
943.094   1796
4156.01   7019.62
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
14
332.589   758.263
359.962   814.256
406.812   904.225
440.774   967.408
461.608   1005.42
501.09   1075.88
533.564   1135.21
566.204   1194.86
614.771   1282.42
669.928   1382.21
719.611   1470.69
776.267   1567.48
888.448   1752.52
4156.01   7142.39
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
7
415.75   961.017
449.414   1032.74
576.976   1280.28
700.405   1519.38
790.762   1690.98
968.708   2028.76
4259.76   8378.72
+KVIDCutLine
OK:IMF_line
below
9
279.253   675.623
